0.0809782,1
0.142249,0
0.152971,1
0.179922,4
0.0937993,0
0.157856,0
0.156994,7
0.133782,3
0.245071,5
0.0964666,3
0.114854,8
0.060135,9
0.138177,1
0.112658,3
0.0575578,3
0.105251,1
0.116127,2
0.112043,0
0.0949045,7
0.223626,5
0.186599,8
0.125903,6
0.201034,2
0.108381,0
0.121732,2
0.215566,3
0.133881,6
0.212928,9
0.231645,9
0.146523,7
0.244259,8
0.0486931,9
0.091663,4
0.0754765,9
0.146128,2
0.173457,1
0.130473,3
0.112407,1
0.0377946,1
0.11981,4
0.067808,9
0.154492,1
0.204219,4
0.153621,4
0.113165,2
0.148303,6
0.168634,3
0.195273,7
0.168747,7
0.183715,4
0.208055,7
0.136155,5
0.1,1
0.0516793,9
0.0791229,0
0.210072,2
0.225611,2
0.108437,3
0.17352,9
0.0802951,1
0.08269,1
0.0982734,1
0.1,5
0.12066,0
0.15302,6
0.115952,3
0.117208,4
0.216202,8
0.0830916,1
0.186414,0
0.155006,3
0.223888,9
0.132391,6
0.181923,2
0.158463,6
0.184211,4
0.129997,7
0.083392,1
0.226119,4
0.225318,1
0.207458,5
0.173172,4
0.11627,8
0.147796,9
0.159145,2
0.0853486,9
0.17533,9
0.155384,8
0.134692,9
0.121982,6
0.127197,3
0.153331,6
0.144991,4
0.112777,6
0.0972571,2
0.17887,9
0.182096,1
0.0933359,2
0.210014,0
0.119897,5
0.178427,9
0.075601,2
0.170979,7
0.191346,7
0.162199,2
0.120815,8
0.152521,8
0.121241,5
0.165669,0
0.134747,6
0.203493,0
0.113276,0
0.0744347,2
0.0565173,9
0.153214,0
0.204007,4
0.178537,7
0.203337,7
0.144151,1
0.0695146,5
0.207854,7
0.0993898,9
0.213108,4
0.163123,6
0.152822,1
0.165256,5
0.166211,7
0.175458,6
0.0808609,1
0.142388,0
0.153228,1
0.180043,4
0.0938337,0
0.158073,0
0.157053,7
0.133808,3
0.24559,5
0.0964636,3
0.114913,8
0.0602545,9
0.138328,1
0.112581,3
0.0575786,3
0.105418,1
0.116335,2
0.112101,0
0.0950125,7
0.223704,5
0.186736,8
0.126137,6
0.201439,2
0.10882,0
0.121721,2
0.216083,3
0.134087,6
0.213351,9
0.231949,9
0.146604,7
0.244661,8
0.0486964,9
0.0917563,4
0.0755117,9
0.146143,2
0.173808,1
0.130595,3
0.112507,1
0.0376655,1
0.120037,4
0.0678681,9
0.154789,1
0.179398,4
0.153748,4
0.113223,2
0.148333,6
0.168876,3
0.195318,7
0.168997,7
0.183673,4
0.208435,7
0.136873,5
0.1,1
0.0516569,9
0.0792325,0
0.210233,2
